Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
EEN-EN048 C.png,Elemental Energy,EEN-EN048,Common,Gateway to Dark World,,Spell,,,,,93431518,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
GAOV-EN096 C.png,Galactic Overlord,GAOV-EN096,Common,Doom Donuts,,Monster,DARK,Fiend / Effect,1.0,0 / 0,10389794,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
TDGS-EN022 C.png,The Duelist Genesis,TDGS-EN022,Common,Telekinetic Shocker,,Monster,EARTH,Psychic / Effect,4.0,1700 / 700,84847656,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
CHIM-EN010 ScR.png,Chaos Impact,CHIM-EN010,Secret Rare,Unchained Soul of Disaster,,Monster,DARK,Fiend / Effect,8.0,0 / 3000,89019964,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
STON-EN068 ScR.png,Strike of Neos,STON-EN068,Secret Rare,Aegis of Gaia,,Trap,,,,,47060347,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Continuous-like']",,Continuous,,,,,,,
LTGY-EN024 C.png,Lord of the Tachyon Galaxy,LTGY-EN024,Common,Mecha Phantom Beast Stealthray,,Monster,WIND,Machine / Effect,3.0,100 / 2100,30811116,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Continuous', 'Ignition']",,,,,,,,,
ABPF-EN040 UR.png,Absolute Powerforce,ABPF-EN040,Ultra Rare,Majestic Red Dragon,,Monster,DARK,Dragon / Synchro / Effect,10.0,4000 / 3000,67030233,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Ignition', 'Trigger']",,,,,,,,,
CROS-EN047 SR.png,Crossed Souls,CROS-EN047,Super Rare,"Chaofeng, Phantom of the Yang Zing",,Monster,LIGHT,Wyrm / Synchro / Effect,9.0,2800 / 2200,19048328,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,,,,,
DANE-EN072 C.png,Dark Neostorm,DANE-EN072,Common,Magical Musket - Crooked Crown,,Trap,,,,,47810543,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Quick-like', 'Condition']",,Continuous,,,,,,,
LIOV-EN055 SR.png,Lightning Overdrive,LIOV-EN055,Super Rare,Branded in White,,Spell,,,,,34995106,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition']",,Normal,,,,,,,
LTGY-EN036 R.png,Lord of the Tachyon Galaxy,LTGY-EN036,Rare,Altitude Knight,,Monster,WIND,Warrior / Effect,4.0,1400 / 1200,27632240,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
ROTD-EN016 C.png,Rise of the Duelist,ROTD-EN016,Common,Melffy Rabby,,Monster,EARTH,Beast / Normal,2.0,0 / 2100,20129614,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
STOR-EN049 C.png,Storm of Ragnarok,STOR-EN049,Common,Six Strike - Triple Impact,,Spell,,,,,81426505,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
ABYR-EN092 C.png,Abyss Rising,ABYR-EN092,Common,Ape Magician,,Monster,DARK,Beast / Effect,3.0,800 / 1200,31975743,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Condition']",,,,,,,,,
IGAS-EN028 C.png,Ignition Assault,IGAS-EN028,Common,Obsessive Uvualoop,,Monster,EARTH,Fiend / Tuner / Effect,4.0,1200 / 1800,98806751,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
BACH-EN008 SR.png,Battle of Chaos,BACH-EN008,Super Rare,Icejade Creation Kingfisher,,Monster,WATER,Aqua / Effect,9.0,2500 / 2500,66749546,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous-like', 'Ignition-like', 'Condition']",,,,,,,,,
MAGO-EN012 PGR artwork2.png,Maximum Gold,MAGO-EN012,Premium Gold Rare,Ghost Belle & Haunted Mansion,,Monster,EARTH,Zombie / Tuner / Effect,3.0,0 / 1800,73642296,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition']",,,,,,,,,
DIFO-EN080 C.png,Dimension Force,DIFO-EN080,Common,Vivid Tail,,Trap,,,,,07608148,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
REDU-EN018 C.png,Return of the Duelist,REDU-EN018,Common,Strength of Prophecy,,Monster,FIRE,Spellcaster / Effect,4.0,1500 / 1400,13002461,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
NECH-EN044 SP.png,The New Challengers,NECH-EN044,Short Print,Scrounging Goblin,,Monster,EARTH,Fiend / Effect,4.0,1000 / 2000,12152769,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
PGD-060 C.png,Pharaonic Guardian,PGD-060,Common,Gravekeeper's Curse,,Monster,DARK,Spellcaster / Effect,3.0,800 / 800,50712728,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
GFP2-EN005 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN005,Ultra Rare,Decode Talker Heatsoul,,Monster,FIRE,Cyberse / Link / Effect,,,61245672,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Quick', 'Condition']",,,,,,"Bottom-Left,  Top-Center,  Bottom-Right",2300 / 3,,
BLVO-EN051 ScR.png,Blazing Vortex,BLVO-EN051,Secret Rare,Armed Dragon Flash,,Spell,,,,,34611551,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
JOTL-EN015 C.png,Judgment of the Light,JOTL-EN015,Common,Schwarzschild Limit Dragon,,Monster,DARK,Dragon / Effect,8.0,2000 / 0,06930746,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Unclassified'],,,,,,,,,
TDIL-EN050 UR.png,The Dark Illusion,TDIL-EN050,Ultra Rare,Tyrant Red Dragon Archfiend,,Monster,DARK,Dragon / Synchro / Effect,10.0,3500 / 3000,16172067,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Quick']",,,,,,,,,
STOR-EN014 C.png,Storm of Ragnarok,STOR-EN014,Common,Ljosalf of the Nordic Alfar,,Monster,LIGHT,Spellcaster / Effect,4.0,1400 / 1200,40666140,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
COTD-EN088 C.png,Code of the Duelist,COTD-EN088,Common,F.A. Circuit Grand Prix,,Spell,,,,,39838559,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Trigger-like', 'Trigger-like', 'Condition']",,Field,,,,,,,
LOB-102 R.png,Legend of Blue Eyes White Dragon,LOB-102,Rare,Metal Dragon,,Monster,WIND,Machine / Fusion,6.0,1850 / 1700,09293977,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
CIBR-EN077 ScR.png,Circuit Break,CIBR-EN077,Secret Rare,Evenly Matched,,Trap,,,,,15693423,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Normal,,,,,,,
SOI-EN012 C.png,Shadow of Infinity,SOI-EN012,Common,Machine King Prototype,,Monster,EARTH,Machine / Effect,3.0,1600 / 1500,89222931,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
CORE-EN004 SR.png,Clash of Rebellions,CORE-EN004,Super Rare,Xiangsheng Magician,,Monster,LIGHT,Spellcaster / Pendulum / Effect,4.0,500 / 1500,17086528,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like', 'Continuous', 'Monster Effect', 'Continuous', 'Ignition']",,,,8.0,,,,,
RGBT-EN009 C.png,Raging Battle,RGBT-EN009,Common,Evil Thorn,,Monster,DARK,Plant / Effect,1.0,100 / 300,85431040,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
RDS-EN032 R.png,Rise of Destiny,RDS-EN032,Rare,Dekoichi the Battlechanted Locomotive,,Monster,DARK,Machine / Flip / Effect,4.0,1400 / 1000,87621407,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Flip'],,,,,,,,,
DOCS-EN099 R.png,Dimension of Chaos,DOCS-EN099,Rare,D/D/D Oblivion King Abyss Ragnarok,,Monster,DARK,Fiend / Pendulum / Effect,8.0,2200 / 3000,74069667,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Trigger-like', 'Condition', 'Monster Effect', 'Trigger', 'Condition', 'Ignition']",,,,5.0,,,,,
DANE-EN036 UR.png,Dark Neostorm,DANE-EN036,Ultra Rare,Firewall eXceed Dragon,,Monster,DARK,Cyberse / Xyz / Effect,,2500 / 2000,21065189,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition']",,,,,4.0,,,,
REDU-EN011 C.png,Return of the Duelist,REDU-EN011,Common,Chronomaly Golden Jet,,Monster,LIGHT,Machine / Effect,4.0,1300 / 1400,88552992,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
EXVC-EN052 C.png,Extreme Victory,EXVC-EN052,Common,Reboot,,Spell,,,,,85775486,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
RGBT-EN062 R.png,Raging Battle,RGBT-EN062,Rare,Calming Magic,,Spell,,,,,51773900,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
SOVR-EN031 C.png,Stardust Overdrive,SOVR-EN031,Common,Woodland Archer,,Monster,EARTH,Beast-Warrior / Effect,3.0,1400 / 1300,09848939,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition']",,,,,,,,,
DIFO-EN044 SR.png,Dimension Force,DIFO-EN044,Super Rare,Heroic Champion - Claivesolish,,Monster,LIGHT,Warrior / Xyz / Effect,,2500 / 2000,97453744,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,4.0,,,,
NECH-EN099 ScR.png,The New Challengers,NECH-EN099,Secret Rare,Number 99: Utopic Dragon,,Monster,LIGHT,Dragon / Xyz / Effect,,4000 / 2000,51543904,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Quick']",,,,,10.0,,,,
DCR-024 SP.png,Dark Crisis,DCR-024,Short Print,Maju Garzett,,Monster,DARK,Fiend / Effect,7.0,? / 0,08794435,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
SOVR-EN028 SR.png,Stardust Overdrive,SOVR-EN028,Super Rare,Koa'ki Meiru Rooklord,,Monster,EARTH,Warrior / Effect,7.0,2800 / 2200,10060427,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Summoning condition', 'Trigger']",,,,,,,,,
SOVR-EN032 SR.png,Stardust Overdrive,SOVR-EN032,Super Rare,Knight of the Red Lotus,,Monster,FIRE,Warrior / Effect,6.0,2100 / 1800,46237548,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Ignition']",,,,,,,,,
CSOC-EN013 C.png,Crossroads of Chaos,CSOC-EN013,Common,Gadget Hauler,,Monster,EARTH,Machine / Effect,6.0,1300 / 0,28002611,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
SOI-EN051 C.png,Shadow of Infinity,SOI-EN051,Common,Attack Reflector Unit,,Trap,,,,,91989718,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
PTDN-EN063 C.png,Phantom Darkness,PTDN-EN063,Common,Rainbow Path,,Trap,,,,,07617253,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Normal,,,,,,,
LTGY-EN066 SR.png,Lord of the Tachyon Galaxy,LTGY-EN066,Super Rare,Sacred Sword of Seven Stars,,Spell,,,,,45725480,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
RGBT-EN055 R.png,Raging Battle,RGBT-EN055,Rare,Iron Core of Koa'ki Meiru,,Spell,,,,,36623431,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Normal,,,,,,,
GAOV-EN054 C.png,Galactic Overlord,GAOV-EN054,Common,Berserk Scales,,Spell,,,,,52497105,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Quick-Play,,,,,,,
BOSH-EN078 C.png,Breakers of Shadow,BOSH-EN078,Common,Forbidden Apocrypha,,Trap,,,,,03211439,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
RIRA-EN072 R.png,Rising Rampage,RIRA-EN072,Rare,Fists of the Unrivaled Tenyi,,Trap,,,,,21834870,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Trigger-like']",,Counter,,,,,,,
LOB-024 C.png,Legend of Blue Eyes White Dragon,LOB-024,Common,Petit Dragon,,Monster,WIND,Dragon,2.0,600 / 700,75356564,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
DREV-EN089 SR.png,Duelist Revolution,DREV-EN089,Super Rare,Super Rush Recklessly,,Trap,,,,,32854013,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
SOD-EN005 R.png,Soul of the Duelist,SOD-EN005,Rare,Ultimate Insect LV1,,Monster,WIND,Insect / Effect,1.0,0 / 0,49441499,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Condition']",,,,,,,,,
GFP2-EN063 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN063,Ultra Rare,Inzektor Giga-Mantis,,Monster,DARK,Insect / Effect,6.0,2400 / 0,94573223,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous-like', 'Trigger', 'Condition']",,,,,,,,,
MRL-099 SP.png,Spell Ruler,MRL-099,Short Print,Rising Air Current,,Spell,,,,,45778932,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Field,,,,,,,
LODT-EN006 R.png,Light of Destruction,LODT-EN006,Rare,Jinzo - Returner,,Monster,DARK,Machine / Effect,3.0,600 / 1400,09418534,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
DCR-045 C.png,Dark Crisis,DCR-045,Common,Final Attack Orders,,Trap,,,,,52503575,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Continuous-like'],,Continuous,,,,,,,
DCR-001 C.png,Dark Crisis,DCR-001,Common,Battle Footballer,,Monster,FIRE,Machine,4.0,1000 / 2100,48094997,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
COTD-EN048 SR.png,Code of the Duelist,COTD-EN048,Super Rare,Ib the World Chalice Priestess,,Monster,WATER,Spellcaster / Link / Effect,,,77610772,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Continuous', 'Trigger']",,,,,,"Middle-Left,  Middle-Right",1800 / 2,,
ABPF-EN046 C.png,Absolute Powerforce,ABPF-EN046,Common,Variety Comes Out,,Spell,,,,,65196094,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
SOFU-EN028 ScR.png,Soul Fusion,SOFU-EN028,Secret Rare,Condemned Witch,,Monster,DARK,Fairy / Effect,4.0,100 / 2000,44656450,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Condition']",,,,,,,,,
BOSH-EN051 R.png,Breakers of Shadow,BOSH-EN051,Rare,Goyo King,,Monster,EARTH,Warrior / Synchro / Effect,8.0,2800 / 2000,84305651,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
TLM-EN010 SR.png,The Lost Millennium,TLM-EN010,Super Rare,Ultimate Insect LV7,,Monster,WIND,Insect / Effect,7.0,2600 / 1200,19877898,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
RATE-EN090 C.png,Raging Tempest,RATE-EN090,Common,Symphonic Warrior Guitaar,,Monster,WIND,Machine / Pendulum / Effect,3.0,1500 / 100,12525049,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like', 'Condition', 'Monster Effect', 'Trigger']",,,,7.0,,,,,
SOVR-EN053 C.png,Stardust Overdrive,SOVR-EN053,Common,Iron Core Armor,,Spell,,,,,20457551,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous-like', 'Continuous-like']",,Equip,,,,,,,
CROS-EN049 R.png,Crossed Souls,CROS-EN049,Rare,Raidraptor - Revolution Falcon,,Monster,DARK,Winged Beast / Xyz / Effect,,2000 / 3000,81927732,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition', 'Ignition']",,,,,6.0,,,,
JOTL-EN098 C.png,Judgment of the Light,JOTL-EN098,Common,Kujakujaku,,Monster,WIND,Winged Beast / Effect,3.0,1200 / 900,24384095,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
PRIO-EN023 C.png,Primal Origin,PRIO-EN023,Common,Ghostrick Warwolf,,Monster,DARK,Zombie / Effect,3.0,1400 / 1500,72913666,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Trigger', 'Condition']",,,,,,,,,
CSOC-EN026 C.png,Crossroads of Chaos,CSOC-EN026,Common,Horseytail,,Monster,WIND,Plant / Effect,2.0,400 / 500,82994509,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LON-093 C.png,Labyrinth of Nightmare,LON-093,Common,The Dark Door,,Spell,,,,,30606547,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
RDS-EN054 C.png,Rise of Destiny,RDS-EN054,Common,Mind Haxorz,,Trap,,,,,75392615,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
MAGO-EN160 R.png,Maximum Gold,MAGO-EN160,Rare,Lose 1 Turn,,Trap,,,,,24348804,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Continuous-like', 'Trigger-like']",,Continuous,,,,,,,
EXVC-EN091 SR.png,Extreme Victory,EXVC-EN091,Super Rare,Lancer Dragonute,,Monster,DARK,Dragon / Effect,4.0,1500 / 1800,11125718,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
RIRA-EN083 R.png,Rising Rampage,RIRA-EN083,Rare,Star Power!!,,Spell,,,,,76500786,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
PHSW-EN094 C.png,Photon Shockwave,PHSW-EN094,Common,Laval Lancelord,,Monster,FIRE,Warrior / Effect,6.0,2100 / 200,00123709,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Trigger']",,,,,,,,,
DOCS-EN012 C.png,Dimension of Chaos,DOCS-EN012,Common,D/D Necro Slime,,Monster,DARK,Fiend / Effect,1.0,300 / 300,72291412,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
SECE-EN072 SR.png,Secrets of Eternity,SECE-EN072,Super Rare,Void Launch,,Trap,,,,,94432298,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger-like', 'Continuous-like']",,Continuous,,,,,,,
SOI-EN028 R.png,Shadow of Infinity,SOI-EN028,Rare,Princess Curran,,Monster,DARK,Spellcaster / Effect,4.0,2000 / 0,02316186,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger']",,,,,,,,,
ABPF-EN009 C.png,Absolute Powerforce,ABPF-EN009,Common,Power Invader,,Monster,DARK,Fiend / Effect,5.0,2200 / 0,18842395,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Unclassified'],,,,,,,,,
GLAS-EN067 SR.png,Gladiator's Assault,GLAS-EN067,Super Rare,Updraft,,Trap,,,,,90557975,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
PHRA-EN004 C.png,Phantom Rage,PHRA-EN004,Common,Raidraptor - Heel Eagle,,Monster,DARK,Winged Beast / Effect,3.0,700 / 700,51933043,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
TAEV-EN011 C.png,Tactical Evolution,TAEV-EN011,Common,Chrysalis Mole,,Monster,EARTH,Rock / Effect,2.0,700 / 100,42239546,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
CBLZ-EN090 C.png,Cosmo Blazer,CBLZ-EN090,Common,Crimson Sunbird,,Monster,FIRE,Winged Beast / Fusion,6.0,2300 / 1800,46696593,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
SOVR-EN081 UR.png,Stardust Overdrive,SOVR-EN081,Ultra Rare,Koa'ki Meiru Maximus,,Monster,WIND,Dragon / Effect,8.0,3000 / 2500,65026212,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Maintenance cost', 'Ignition']",,,,,,,,,
LVAL-EN073 C.png,Legacy of the Valiant,LVAL-EN073,Common,Sylvan Blessing,,Trap,,,,,91650245,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition', 'Condition']",,Normal,,,,,,,
GAOV-EN011 C.png,Galactic Overlord,GAOV-EN011,Common,Phantom Bounzer,,Monster,DARK,Warrior / Effect,6.0,2400 / 1200,17189532,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
SOFU-EN024 C.png,Soul Fusion,SOFU-EN024,Common,Impcantation Bookstone,,Monster,DARK,Spellcaster / Effect,5.0,0 / 0,18474999,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition', 'Continuous']",,,,,,,,,
IGAS-EN025 C.png,Ignition Assault,IGAS-EN025,Common,Cataclysmic Crusted Calcifida,,Monster,EARTH,Fairy / Effect,8.0,2600 / 200,09028399,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
DIFO-EN074 SR.png,Dimension Force,DIFO-EN074,Super Rare,Scareclaw Sclash,,Trap,,,,,79552283,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick-like', 'Quick-like', 'Condition']",,Continuous,,,,,,,
LVAL-EN088 SR.png,Legacy of the Valiant,LVAL-EN088,Super Rare,Obedience Schooled,,Spell,,,,,72537897,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
SOVR-EN005 C.png,Stardust Overdrive,SOVR-EN005,Common,Level Eater,,Monster,DARK,Insect / Effect,1.0,600 / 0,57421866,"['Forbidden (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']","['Ignition', 'Continuous']",,,,,,,,,
COTD-EN000 R.png,Code of the Duelist,COTD-EN000,Rare,Vendread Houndhorde,,Monster,DARK,Zombie / Effect,3.0,0 / 2100,67267333,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Unclassified', 'Condition', 'Quick']",,,,,,,,,
TLM-EN033 UR.png,The Lost Millennium,TLM-EN033,Ultra Rare,Reshef the Dark Being,,Monster,LIGHT,Fiend / Ritual / Effect,8.0,2500 / 1500,62420419,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition']","""Final Ritual of the Ancients""",,,,,,,,
CSOC-EN051 C.png,Crossroads of Chaos,CSOC-EN051,Common,Morphtronic Cord,,Spell,,,,,70423794,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger-like']",,Equip,,,,,,,
ETCO-EN043 UR.png,Eternity Code,ETCO-EN043,Ultra Rare,Ravenous Crocodragon Archethys,,Monster,WATER,Fish / Synchro / Effect,9.0,1000 / 1000,87188910,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Trigger', 'Quick']",,,,,,,,,
DUEA-EN054 SR.png,Duelist Alliance,DUEA-EN054,Super Rare,"Castel, the Skyblaster Musketeer",,Monster,WIND,Winged Beast / Xyz / Effect,,2000 / 1500,82633039,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,4.0,,,,
NECH-EN024 ScR.png,The New Challengers,NECH-EN024,Secret Rare,Qliphort Disk,,Monster,EARTH,Machine / Pendulum / Effect,7.0,2800 / 1000,64496451,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Condition', 'Continuous-like', 'Monster Effect', 'Unclassified', 'Unclassified', 'Continuous', 'Trigger']",,,,1.0,,,,,
GENF-EN035 R.png,Generation Force,GENF-EN035,Rare,Ghost Ship,,Monster,LIGHT,Fiend / Effect,5.0,1900 / 1000,33347467,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Summoning condition'],,,,,,,,,
ORCS-EN028 C.png,Order of Chaos,ORCS-EN028,Common,Evolsaur Terias,,Monster,FIRE,Dinosaur / Effect,6.0,2400 / 600,69633792,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
ABPF-EN026 R.png,Absolute Powerforce,ABPF-EN026,Rare,XX-Saber Garsem,,Monster,EARTH,Beast / Effect,4.0,1400 / 400,77330185,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous']",,,,,,,,,
PRIO-EN035 ScR.png,Primal Origin,PRIO-EN035,Secret Rare,Thestalos the Mega Monarch,,Monster,FIRE,Pyro / Effect,8.0,2800 / 1000,69230391,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Condition']",,,,,,,,,
CRV-EN001 C.png,Cybernetic Revolution,CRV-EN001,Common,Cycroid,,Monster,EARTH,Machine,3.0,800 / 1000,45945685,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
CORE-EN067 SP.png,Clash of Rebellions,CORE-EN067,Short Print,Chicken Game,,Spell,,,,,67616300,"['Unlimited (OCG)', 'Forbidden (TCG Advanced)', 'Limited (TCG Traditional)']","['Continuous-like', 'Ignition-like', 'Condition']",,Field,,,,,,,
DOCS-EN065 ScR.png,Dimension of Chaos,DOCS-EN065,Secret Rare,Painful Decision,,Spell,,,,,01033312,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
